cui|string|lex
C4048864|testosterone enanthate 200mg/ml injection solution 100ml bottle (product)|UMLS-SUICIDE
C4048865|testosterone enanthate 200mg/ml injection solution 10ml vial|UMLS-SUICIDE
C4048865|testosterone enanthate 200mg/ml injection solution 10ml vial (product)|UMLS-SUICIDE
C4048867|testosterone enanthate 200mg/ml injection solution 1ml vial|UMLS-SUICIDE
C4048867|testosterone enanthate 200mg/ml injection solution 1ml vial (product)|UMLS-SUICIDE
C4055215|columbia-suicide severity rating scale pediatric/cognitively impaired - since last visit - clinical questionnaire|UMLS-SUICIDE
C4055215|css13|UMLS-SUICIDE
C4055215|c-ssrs pediatric/cognitively impaired - since last visit - clinical|UMLS-SUICIDE
C4055215|c-ssrs pediatric/cognitively impaired-since last visit-clinical|UMLS-SUICIDE
C4055216|columbia-suicide severity rating scale pediatric/cognitively impaired - lifetime recent - clinical questionnaire|UMLS-SUICIDE
C4055216|css12|UMLS-SUICIDE
C4055216|c-ssrs pediatric/cognitively impaired - lifetime recent - clinical|UMLS-SUICIDE
C4055216|c-ssrs pediatric/cognitively impaired-lifetime recent-clinical|UMLS-SUICIDE
C4055455|anti-mesothelin icasp9m28z car-transduced autologous t lymphocytes|UMLS-SUICIDE
C4055455|icasp9m28z t cells|UMLS-SUICIDE
C4060870|cluster suicides|UMLS-SUICIDE
C4060924|history of multiple suicide attempts|UMLS-SUICIDE
C4061433|recurrent thoughts of suicide|UMLS-SUICIDE
C4074822|depressive disorder in mother complicating pregnancy|UMLS-SUICIDE
C4074822|depressive disorder in mother complicating pregnancy (disorder)|UMLS-SUICIDE
C4075715|victim of child sexual exploitation|UMLS-SUICIDE
C4075715|victim of child sexual exploitation (finding)|UMLS-SUICIDE
C4081403|testosterone undecanoate 250 mg/ml injection|UMLS-SUICIDE
C4081403|product containing precisely testosterone undecanoate 250 milligram/1 milliliter conventional release solution for injection (clinical drug)|UMLS-SUICIDE
C4081403|testosterone undecanoate 250 mg/ml solution for injection|UMLS-SUICIDE
C4083108|testosterone cypionate 100mg/ml injection solution ampule|UMLS-SUICIDE
C4083108|testosterone cypionate 100mg/ml injection solution ampoule|UMLS-SUICIDE
C4083108|testosterone cypionate 100mg/ml injection solution ampule (product)|UMLS-SUICIDE
C4083108|testosterone cypionate 100mg/ml injection (product)|UMLS-SUICIDE
C4083108|testosterone cypionate 100mg/ml injection|UMLS-SUICIDE
C4083109|testosterone cypionate 200mg/ml injection solution ampule|UMLS-SUICIDE
C4083109|testosterone cypionate 200mg/ml injection solution ampoule|UMLS-SUICIDE
C4083109|testosterone cypionate 200mg/ml injection solution ampule (product)|UMLS-SUICIDE
C4083109|testosterone cypionate 200mg/ml injection (product)|UMLS-SUICIDE
C4083109|testosterone cypionate 200mg/ml injection|UMLS-SUICIDE
C4085935|ad5-ycd/muttksr39rep-hil12|UMLS-SUICIDE
C4085935|oncolytic adenovirus ad5-ycd/muttksr39rep-hil12|UMLS-SUICIDE
C4087166|suicide threat|UMLS-SUICIDE
C4273600|testosterone enanthate in parenteral dosage form|UMLS-SUICIDE
C4273600|parenteral form testosterone enanthate (product)|UMLS-SUICIDE
C4273600|parenteral form testosterone enanthate|UMLS-SUICIDE
C4273600|parenteral form testosterone enantate|UMLS-SUICIDE
C4273600|product containing testosterone enanthate in parenteral dosage form (medicinal product form)|UMLS-SUICIDE
C4273600|product containing testosterone enanthate in parenteral dosage form|UMLS-SUICIDE
C4273600|testosterone enantate in parenteral dosage form|UMLS-SUICIDE
C4273600|product containing testosterone enantate in parenteral dosage form|UMLS-SUICIDE
C4273600|product containing testosterone enantate in parenteral dosage form (medicinal product form)|UMLS-SUICIDE
C4275035|testosterone-containing product in nasal dose form|UMLS-SUICIDE
C4275035|nasal form testosterone (product)|UMLS-SUICIDE
C4275035|nasal form testosterone|UMLS-SUICIDE
C4275035|product containing testosterone in nasal dosage form|UMLS-SUICIDE
C4275035|testosterone in nasal dosage form|UMLS-SUICIDE
C4275035|product containing testosterone in nasal dosage form (medicinal product form)|UMLS-SUICIDE
C4275035|product containing testosterone in nasal dose form (medicinal product form)|UMLS-SUICIDE
C4280218|other service providers; prevention professional|UMLS-SUICIDE
C4284329|testosterone bound to sex hormone-binding globulin (shbg)|UMLS-SUICIDE
C4284329|testosterone bound to sex hormone-binding globulin (shbg) (substance)|UMLS-SUICIDE
C4284586|perinatal depression in mother|UMLS-SUICIDE
C4284586|perinatal depression (disorder)|UMLS-SUICIDE
C4284586|perinatal depression (diagnosis)|UMLS-SUICIDE
C4287777|prame-targeting t-cell receptor/inducible caspase 9 bpx-701|UMLS-SUICIDE
C4287777|caspacid-based prame-tcr allogeneic t-lymphocytes bpx-701|UMLS-SUICIDE
C4287777|caspacid-based prame-tcr allogeneic t lymphocytes bpx-701|UMLS-SUICIDE
C4287777|bpx-701|UMLS-SUICIDE
C4287777|prame-targeting t-cell receptor/i\inducible caspase 9 bpx-701|UMLS-SUICIDE
C4290030|4scar-gd2-modified t-lymphocytes|UMLS-SUICIDE
C4290030|4scar-gd2-modified t lymphocytes|UMLS-SUICIDE
C4290030|4scar-gd2-modified t cells|UMLS-SUICIDE
C4290030|4scar-gd2|UMLS-SUICIDE
C4290030|4s-gd2-car-t-cells|UMLS-SUICIDE
C4290030|4s-gd2-car-t cells|UMLS-SUICIDE
C4290030|4scar-gd2 t cells|UMLS-SUICIDE
C4290030|gd2-specific 4th generation chimeric antigen receptor-modified t cells|UMLS-SUICIDE
C4304080|minimal major depression|UMLS-SUICIDE
C4304080|major depression minimal|UMLS-SUICIDE
C4304080|minimal major depression (disorder)|UMLS-SUICIDE
C4304080|minimal major depression (diagnosis)|UMLS-SUICIDE
C4304081|minimal major depression single episode|UMLS-SUICIDE
C4304081|minimal major depression, single episode|UMLS-SUICIDE
C4304081|minimal major depression one episode|UMLS-SUICIDE
C4304081|minimal major depression single episode (disorder)|UMLS-SUICIDE
C4304081|minimal major depression, single episode (diagnosis)|UMLS-SUICIDE
C4304082|moderately severe major depression single episode|UMLS-SUICIDE
C4304082|moderately severe major depression, single episode|UMLS-SUICIDE
C4304082|moderately severe major depression one episode|UMLS-SUICIDE
C4304082|moderately severe major depression single episode (disorder)|UMLS-SUICIDE
C4304082|moderately severe major depression, single episode (diagnosis)|UMLS-SUICIDE
C4304083|moderately severe recurrent major depression|UMLS-SUICIDE
C4304083|major depression recurrent moderately severe|UMLS-SUICIDE
C4304083|moderately severe recurrent major depression (disorder)|UMLS-SUICIDE
C4304083|moderately severe recurrent major depression (diagnosis)|UMLS-SUICIDE
C4304084|minimal recurrent major depression|UMLS-SUICIDE
C4304084|major depression recurrent minimal|UMLS-SUICIDE
C4304084|minimal recurrent major depression (disorder)|UMLS-SUICIDE
C4304084|minimal recurrent major depression (diagnosis)|UMLS-SUICIDE
C4304137|weakly bound testosterone|UMLS-SUICIDE
C4304137|testosterone.weakly bound|UMLS-SUICIDE
C4304137|testosterone bound to albumin (substance)|UMLS-SUICIDE
C4304137|testosterone bound to albumin|UMLS-SUICIDE
C4304583|moderately severe depression|UMLS-SUICIDE
C4304583|depression severe moderately|UMLS-SUICIDE
C4304583|moderately severe depression (disorder)|UMLS-SUICIDE
C4304583|moderately severe depression (diagnosis)|UMLS-SUICIDE
C4304584|moderately severe major depression|UMLS-SUICIDE
C4304584|major depression moderately severe|UMLS-SUICIDE
C4304584|moderately severe major depression (disorder)|UMLS-SUICIDE
C4304584|moderately severe major depression (diagnosis)|UMLS-SUICIDE
C4305327|minimal depression|UMLS-SUICIDE
C4305327|depression minimal|UMLS-SUICIDE
C4305327|minimal depression (disorder)|UMLS-SUICIDE
C4305327|minimal depression (diagnosis)|UMLS-SUICIDE
C4329370|autologous icasp9-cd19-expressing t-lymphocytes|UMLS-SUICIDE
C4329370|autologous icasp9-cd19-expressing t lymphocytes|UMLS-SUICIDE
C4329370|autologous inducible caspase 9-cd19-expressing autologous t lymphocytes|UMLS-SUICIDE
C4329370|autologous ic9.2a.deltangfr.2a.car.cd19 t cells|UMLS-SUICIDE
C4329370|autologous icasp9-deltangfr-cd19car-expressing t-lymphocytes|UMLS-SUICIDE
C4329370|autologous icasp9-deltangfr-cd19car-expressing t cells|UMLS-SUICIDE
C4330460|ids-sr - thoughts of death or suicide|UMLS-SUICIDE
C4330460|idsr118|UMLS-SUICIDE
C4330460|idsr1-thoughts of death or suicide|UMLS-SUICIDE
C4331356|suicide gene|UMLS-SUICIDE
C4331935|qids-sr - thoughts of death or suicide|UMLS-SUICIDE
C4331935|qidsr112|UMLS-SUICIDE
C4331935|qidsr1-thoughts of death or suicide|UMLS-SUICIDE
C4509467|suicide attempt, initial encounter|UMLS-SUICIDE
C4509468|suicide attempt, subsequent encounter|UMLS-SUICIDE
C4509469|suicide attempt, sequela|UMLS-SUICIDE
C4510145|bipolar type ii disorder currently in full remission|UMLS-SUICIDE
C4510145|bipolar type ii disorder currently in full remission (disorder)|UMLS-SUICIDE
C4510145|bipolar ii disorder currently in full remission|UMLS-SUICIDE
C4510145|bipolar ii disorder currently in full remission (diagnosis)|UMLS-SUICIDE
C4510146|bipolar type i disorder currently in full remission|UMLS-SUICIDE
C4510146|bipolar type i disorder currently in full remission (disorder)|UMLS-SUICIDE
C4510320|mood disorder with mixed manic and depressive symptoms caused by alcohol|UMLS-SUICIDE
C4510320|mood disorder with mixed depressive and manic symptoms caused by alcohol|UMLS-SUICIDE
C4510320|mood disorder with mixed manic and depressive symptoms caused by alcohol (disorder)|UMLS-SUICIDE
C4510320|alcohol-induced mood disorder with mixed manic and depressive symptoms|UMLS-SUICIDE
C4510320|mood disorder with mixed depressive and manic symptoms caused by alcohol (diagnosis)|UMLS-SUICIDE
C4510322|mood disorder with depressive symptoms caused by alcohol|UMLS-SUICIDE
C4510322|alcohol-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4510322|mood disorder with depressive symptoms caused by alcohol (disorder)|UMLS-SUICIDE
C4510322|mood disorder with depressive symptoms caused by alcohol (diagnosis)|UMLS-SUICIDE
C4511331|mood disorder with depressive symptoms caused by hypnotic|UMLS-SUICIDE
C4511331|mood disorder with depressive symptoms caused by hypnotic (disorder)|UMLS-SUICIDE
C4511331|hypnotic-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4511331|mood disorder with depressive symptoms caused by hypnotic (diagnosis)|UMLS-SUICIDE
C4511331|psychiatric disorders mood drug-induced hypnotic-induced w/ depressive symptoms|UMLS-SUICIDE
C4511332|mood disorder with depressive symptoms caused by sedative|UMLS-SUICIDE
C4511332|mood disorder with depressive symptoms caused by sedative (disorder)|UMLS-SUICIDE
C4511332|sedative-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4511332|mood disorder with depressive symptoms caused by sedative (diagnosis)|UMLS-SUICIDE
C4511332|psychiatric disorders mood sedative-induced with depressive symptoms|UMLS-SUICIDE
C4511333|mood disorder with depressive symptoms caused by anxiolytic|UMLS-SUICIDE
C4511333|anxiolytic-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4511333|mood disorder with depressive symptoms caused by anxiolytic (disorder)|UMLS-SUICIDE
C4511333|psychiatric disorders mood anxiolytic-induced w/ depressive symptoms|UMLS-SUICIDE
C4511333|mood disorder with depressive symptoms caused by anxiolytic (diagnosis)|UMLS-SUICIDE
C4511340|mood disorder with depressive symptoms caused by cocaine|UMLS-SUICIDE
C4511340|mood disorder with depressive symptoms caused by cocaine (disorder)|UMLS-SUICIDE
C4511340|cocaine-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4511340|cocaine-induced mood disorder with depressive symptoms (diagnosis)|UMLS-SUICIDE
C4511582|severe major depressive disorder co-occurrent with anxiety single episode|UMLS-SUICIDE
C4511582|severe major depressive disorder co-occurrent with anxiety single episode (disorder)|UMLS-SUICIDE
C4511584|moderate major depressive disorder co-occurrent with anxiety single episode|UMLS-SUICIDE
C4511584|moderate major depressive disorder co-occurrent with anxiety single episode (disorder)|UMLS-SUICIDE
C4511585|mild major depressive disorder co-occurrent with anxiety single episode|UMLS-SUICIDE
C4511585|mild major depressive disorder co-occurrent with anxiety single episode (disorder)|UMLS-SUICIDE
C4511598|depressive symptoms co-occurrent and due to primary psychotic disorder|UMLS-SUICIDE
C4511598|depressive symptoms co-occurrent and due to primary psychotic disorder (disorder)|UMLS-SUICIDE
C4511598|depressive symptoms with primary psychotic disorder|UMLS-SUICIDE
C4518474|compulsive scratching behavior|UMLS-SUICIDE
C4518474|compulsive scratching behaviour|UMLS-SUICIDE
C4518474|compulsive scratching behavior (finding)|UMLS-SUICIDE
C4518475|compulsive self-biting behavior|UMLS-SUICIDE
C4518475|compulsive self-biting behaviour|UMLS-SUICIDE
C4518475|compulsive self-biting behavior (finding)|UMLS-SUICIDE
C4518519|major depression with psychotic features|UMLS-SUICIDE
C4518519|major depression with psychotic features (disorder)|UMLS-SUICIDE
C4518519|major depression with psychotic features (diagnosis)|UMLS-SUICIDE
C4520544|assessment using beck scale for suicide ideation|UMLS-SUICIDE
C4520544|assessment using beck scale for suicide ideation (procedure)|UMLS-SUICIDE
C4522066|suicide prevention note|UMLS-SUICIDE
C4522067|suicide prevention note:find:pt:{setting}:doc:{role}|UMLS-SUICIDE
C4522067|suicide prevention note:finding:point in time:{setting}:document:{role}|UMLS-SUICIDE
C4526174|lec-5 standard version - sudden violent death: happened|UMLS-SUICIDE
C4526174|lec0114a|UMLS-SUICIDE
C4526174|lec01-sudden violent death: happened|UMLS-SUICIDE
C4526175|lec-5 standard version - sudden violent death: witnessed|UMLS-SUICIDE
C4526175|lec01-sudden violent death: witnessed|UMLS-SUICIDE
C4526175|lec0114b|UMLS-SUICIDE
C4526176|lec-5 standard version - sudden violent death: learned|UMLS-SUICIDE
C4526176|lec0114c|UMLS-SUICIDE
C4526176|lec01-sudden violent death: learned|UMLS-SUICIDE
C4526177|lec-5 standard version - sudden violent death: job|UMLS-SUICIDE
C4526177|lec0114d|UMLS-SUICIDE
C4526177|lec01-sudden violent death: job|UMLS-SUICIDE
C4526178|lec-5 standard version - sudden violent death: not sure|UMLS-SUICIDE
C4526178|lec01-sudden violent death: not sure|UMLS-SUICIDE
C4526178|lec0114e|UMLS-SUICIDE
C4526179|lec-5 standard version - sudden violent death: not apply|UMLS-SUICIDE
C4526179|lec01-sudden violent death: not apply|UMLS-SUICIDE
C4526179|lec0114f|UMLS-SUICIDE
C4526977|cd8+ and cd4+ donor memory t-cells-expressing ha1-specific tcr|UMLS-SUICIDE
C4526977|cd8+ and cd4+ donor memory t cells-expressing ha1-specific tcr|UMLS-SUICIDE
C4526977|ha-1 tcr cd8+ and cd4+ tm cells|UMLS-SUICIDE
C4526977|ha-1 tcr t cells|UMLS-SUICIDE
C4526977|cd8+ and cd4+ donor memory t-cells-expressing prrlsin ic9-ha1 tcr2-rqr-cd8|UMLS-SUICIDE
C4526977|cd8+ and cd4+ donor memory t cells-expressing prrlsin ic9-ha1 tcr2-rqr-cd8|UMLS-SUICIDE
C4543901|non suicidal self inflicted injury|UMLS-SUICIDE
C4543901|non suicidal self inflicted injury (disorder)|UMLS-SUICIDE
C4544421|postpartum major depression in remission|UMLS-SUICIDE
C4544421|postpartum depression major, in remission|UMLS-SUICIDE
C4544421|postpartum major depression in remission (disorder)|UMLS-SUICIDE
C4544421|postpartum major depression in remission (diagnosis)|UMLS-SUICIDE
C4546112|mood disorder with depressive symptoms caused by opioid|UMLS-SUICIDE
C4546112|mood disorder with depressive symptoms caused by opioid (disorder)|UMLS-SUICIDE
C4546112|opioid-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4546112|mood disorder with depressive symptoms caused by opioid (diagnosis)|UMLS-SUICIDE
C4546118|mood disorder with depressive symptoms caused by stimulant|UMLS-SUICIDE
C4546118|mood disorder with depressive symptoms caused by stimulant (disorder)|UMLS-SUICIDE
C4546118|psychiatric disorders mood drug-induced caused by stimulant w/ depressive symps|UMLS-SUICIDE
C4546118|mood disorder with depressive symptoms caused by stimulant (diagnosis)|UMLS-SUICIDE
C4546125|mood disorder with depressive symptoms caused by hallucinogen|UMLS-SUICIDE
C4546125|mood disorder with depressive symptoms caused by hallucinogen (disorder)|UMLS-SUICIDE
C4546125|hallucinogen-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4546125|mood disorder with depressive symptoms caused by hallucinogen (diagnosis)|UMLS-SUICIDE
C4546125|psychiatric disorders mood drug-induced hallucinogen w/ depressive symptoms|UMLS-SUICIDE
C4546128|mood disorder with depressive symptoms caused by volatile inhalant|UMLS-SUICIDE
C4546128|inhalant-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4546128|mood disorder with depressive symptoms caused by volatile inhalant (disorder)|UMLS-SUICIDE
C4546128|mood disorder with depressive symptoms caused by volatile inhalant (diagnosis)|UMLS-SUICIDE
C4546131|mood disorder with depressive symptoms caused by ecstasy type drug|UMLS-SUICIDE
C4546131|ecstasy type drug-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4546131|mood disorder with depressive symptoms caused by ecstasy type drug (disorder)|UMLS-SUICIDE
C4546131|psych disorders mood drug-induced w/ depressive symp caused by ecstasy type drug|UMLS-SUICIDE
C4546131|mood disorder with depressive symptoms caused by ecstasy type drug (diagnosis)|UMLS-SUICIDE
C4546134|mood disorder with depressive symptoms caused by dissociative drug|UMLS-SUICIDE
C4546134|mood disorder caused by dissociative drug with depressive symptoms|UMLS-SUICIDE
C4546134|dissociative drug-induced mood disorder with depressive symptoms|UMLS-SUICIDE
C4546134|mood disorder with depressive symptoms caused by dissociative drug (disorder)|UMLS-SUICIDE
C4546134|mood disorder with depressive symptoms caused by dissociative drug (diagnosis)|UMLS-SUICIDE
C4546266|mood disorder with depressive symptoms caused by synthetic cathinone|UMLS-SUICIDE
C4546266|mood disorder with depressive symptoms caused by synthetic cathinone (disorder)|UMLS-SUICIDE
C4546266|mood disorder with depressive symptoms caused by synthetic cathinone (diagnosis)|UMLS-SUICIDE
C4546266|psychiatric disorders mood caused by synthetic cathinone w/ depressive symptoms|UMLS-SUICIDE
C4553719|autologous ic9-carcd19 t cells|UMLS-SUICIDE
C4553719|atl-ic9-car-cd19|UMLS-SUICIDE
C4553719|autologous ic9-car19 t-cells|UMLS-SUICIDE
C4553719|autologous ic9-car19 t cells|UMLS-SUICIDE
C4553719|autologous ic9-cart19 cells|UMLS-SUICIDE
C4554105|suicide attempt, ctcae|UMLS-SUICIDE
C4686531|grade 3 suicidal ideation, ctcae|UMLS-SUICIDE
